Link,Title,Image,Price,Rating,Wish_count
https://rozetka.com.ua/ua/samsung-sm-a556bzkaeuc/p422890176/,Мобільний телефон Samsung Galaxy A55 5G 8/128GB Navy (SM-A556BZKAEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,17999,4.7,1067
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-256gb-natural-titanium/p395461104/,Мобільний телефон Apple iPhone 15 Pro Max 256GB Natural Titanium (MU793RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,57999,4.8,4551
https://rozetka.com.ua/ua/samsung-sm-f741blbhsek/p438280412/,Мобільний телефон Samsung Galaxy Flip 6 12/512GB Blue (SM-F741BLBHSEK),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,45999,4.6,287
https://rozetka.com.ua/ua/apple-iphone-15-pro-128gb-natural-titanium/p395460909/,Мобільний телефон Apple iPhone 15 Pro 128GB Natural Titanium (MTUX3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,47999,4.8,2568
https://rozetka.com.ua/ua/hmd-pulse-plus-6-128gb-glacier-green/p431112035/,Мобільний телефон HMD Pulse Plus 6/128GB Glacier Green,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,4499,5.0,183
https://rozetka.com.ua/ua/infinix-gt-20-pro-12-256gb-mecha-orange/p430523009/,Мобільний телефон Infinix GT 20 Pro 12/256GB Mecha Orange,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,14999,4.9,196
https://rozetka.com.ua/ua/realme-c67-8-256gb-sunny-oasis/p408684279/,Мобільний телефон Realme C67 8/256GB NFC Sunny Oasis,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,8299,4.3,475
https://rozetka.com.ua/ua/samsung-sm-a356bzkbeuc/p422904585/,Мобільний телефон Samsung Galaxy A35 5G 6/128GB Navy (SM-A356BZKBEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,12999,4.7,1110
https://rozetka.com.ua/ua/nubia-v60-8-256gb-black/p440053595/,Мобільний телефон Nubia V60 8/256GB Black,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,5799,4.5,364
https://rozetka.com.ua/ua/tecno-4894947019074/p432388097/,Мобільний телефон Tecno POVA 6 (LI7) 8/256GB Comet Green (4894947019074),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,10050,N/A,63
https://rozetka.com.ua/ua/apple_mhdh3/p260920656/,Мобільний телефон Apple iPhone 11 128GB Black (MHDH3FS/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,23999,4.5,7133
https://rozetka.com.ua/ua/samsung-sm-a055fzkgsek/p402336147/,Мобільний телефон Samsung Galaxy A05 4/128GB Black (SM-A055FZKGSEK),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,4899,4.2,1803
https://rozetka.com.ua/ua/samsung-sm-a057gzkveuc/p402341541/,Мобільний телефон Samsung Galaxy A05s 4/128GB Black (SM-A057GZKVEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,5999,4.4,1784
https://rozetka.com.ua/ua/samsung-sm-m156blbueuc/p424890891/,Мобільний телефон Samsung Galaxy M15 5G 4/128GB Light Blue (SM-M156BLBUEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,7699,5.0,312
https://rozetka.com.ua/ua/tecno-4894947011771/p408116922/,Мобільний телефон Tecno Spark 20C (BG7n) 8/128GB Gravity Black (4894947011771),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,5699,3.5,176
https://rozetka.com.ua/ua/samsung-sm-m356bdbbeuc/p436841171/,Мобільний телефон Samsung Galaxy M35 5G 6/128GB Dark Blue (SM-M356BDBBEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,11699,4.0,852
https://rozetka.com.ua/ua/realme-12-pro-5g-8-256gb-navigator-beige/p419349936/,Мобільний телефон Realme 12 Pro 5G 8/256GB Navigator Beige,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,15999,5.0,218
https://rozetka.com.ua/ua/samsung-sm-s921bzydeuc/p413048124/,Мобільний телефон Samsung Galaxy S24 8/128GB Amber Yellow (SM-S921BZYDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,33199,4.6,217
https://rozetka.com.ua/ua/samsung-sm-a155fzbdeuc/p415890909/,Мобільний телефон Samsung Galaxy A15 4/128GB Blue (SM-A155FZBDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,6999,4.4,1210
https://rozetka.com.ua/ua/realme-12-4g-8-256gb-pioneer-green/p440385008/,Мобільний телефон Realme 12 4G 8/256GB Pioneer Green,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,9999,4.4,275
https://rozetka.com.ua/ua/realme-12-plus-5g-8-256gb-pioneer-green/p426585036/,Мобільний телефон Realme 12 Plus 5G 8/256GB Pioneer Green,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,13999,N/A,76
https://rozetka.com.ua/ua/samsung-sm-a556blbaeuc/p422890839/,Мобільний телефон Samsung Galaxy A55 5G 8/128GB Iceblue (SM-A556BLBAEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,17999,4.7,782
https://rozetka.com.ua/ua/tecno-4894947019067/p432388181/,Мобільний телефон Tecno POVA 6 (LI7) 12/256GB Meteorite Grey (4894947019067),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,10964,4.0,
https://rozetka.com.ua/ua/samsung-sm-a055flgdsek/p402340272/,Мобільний телефон Samsung Galaxy A05 4/64GB Light Green (SM-A055FLGDSEK),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,4499,4.5,1519
https://rozetka.com.ua/ua/nubia-focus-pro-5g-8-256gb-brown/p440069864/,Мобільний телефон Nubia Focus Pro 5G 8/256GB Brown,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,8299,N/A,67
https://rozetka.com.ua/ua/samsung-sm-s711bzpdsek/p406972161/,Мобільний телефон Samsung Galaxy S23 FE 8/128GB Purple (SM-S711BZPDSEK),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,23899,4.7,905
https://rozetka.com.ua/ua/zte-blade-a55-4-128gb-blue/p449721614/,Мобільний телефон ZTE Blade A55 4/128GB Blue,https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,3999,N/A,
https://rozetka.com.ua/ua/samsung-sm-g556bzkdeuc/p428206892/,Мобільний телефон Samsung Galaxy XCover7 6/128GB Black (SM-G556BZKDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,13999,N/A,
https://rozetka.com.ua/ua/tecno-4894947019111/p419116170/,Мобільний телефон Tecno Spark 20 PRO+ (KJ7) 8/256GB Temporal Orbits (4894947019111),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,9999,4.4,
https://rozetka.com.ua/ua/samsung-sm-s928bztheuc/p412955628/,Мобільний телефон Samsung Galaxy S24 Ultra 12/512GB Titanium Gray (SM-S928BZTHEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,52999,4.8,1123
https://rozetka.com.ua/ua/samsung-sm-s928bzkgeuc/p412955679/,Мобільний телефон Samsung Galaxy S24 Ultra 12/256GB Titanium Black (SM-S928BZKGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,49599,4.8,
https://rozetka.com.ua/ua/samsung-sm-s928bztgeuc/p412955775/,Мобільний телефон Samsung Galaxy S24 Ultra 12/256GB Titanium Gray (SM-S928BZTGEUC),https://content2.rozetka.com.ua/goods/images/big_tile/398085845.jpg,49599,4.8,503
https://rozetka.com.ua/ua/samsung-sm-s928bzkpeuc/p412954668/,Мобільний телефон Samsung Galaxy S24 Ultra 12GB/1TB Titanium Black (SM-S928BZKPEUC),https://content1.rozetka.com.ua/goods/images/big_tile/398085596.jpg,61599,4.8,899
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-256gb-black-titanium/p395461038/,Мобільний телефон Apple iPhone 15 Pro Max 256GB Black Titanium (MU773RX/A),https://content1.rozetka.com.ua/goods/images/big_tile/364834195.jpg,57999,4.8,3256
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-256gb-blue-titanium/p395461101/,Мобільний телефон Apple iPhone 15 Pro Max 256GB Blue Titanium (MU7A3RX/A),https://content.rozetka.com.ua/goods/images/big_tile/364834229.jpg,57999,4.8,2586
https://rozetka.com.ua/ua/samsung-sm-s928bzvheuc/p412955646/,Мобільний телефон Samsung Galaxy S24 Ultra 12/512GB Titanium Violet (SM-S928BZVHEUC),https://content1.rozetka.com.ua/goods/images/big_tile/398086081.jpg,52999,4.8,640
https://rozetka.com.ua/ua/apple-iphone-15-pro-128gb-blue-titanium/p395460906/,Мобільний телефон Apple iPhone 15 Pro 128GB Blue Titanium (MTV03RX/A),https://content1.rozetka.com.ua/goods/images/big_tile/364824496.jpg,47999,4.8,1619
https://rozetka.com.ua/ua/samsung-sm-s928bztpeuc/p412955499/,Мобільний телефон Samsung Galaxy S24 Ultra 12GB/1TB Titanium Gray (SM-S928BZTPEUC),https://content2.rozetka.com.ua/goods/images/big_tile/398085804.jpg,61599,4.8,1203
https://rozetka.com.ua/ua/apple-iphone-15-pro-256gb-natural-titanium/p395460924/,Мобільний телефон Apple iPhone 15 Pro 256GB Natural Titanium (MTV53RX/A),https://content2.rozetka.com.ua/goods/images/big_tile/364827163.jpg,52999,4.8,2090
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-256gb-white-titanium/p395461095/,Мобільний телефон Apple iPhone 15 Pro Max 256GB White Titanium (MU783RX/A),https://content.rozetka.com.ua/goods/images/big_tile/364834211.jpg,57999,4.8,1602
https://rozetka.com.ua/ua/apple-iphone-15-pro-256gb-black-titanium/p395460915/,Мобільний телефон Apple iPhone 15 Pro 256GB Black Titanium (MTV13RX/A),https://content1.rozetka.com.ua/goods/images/big_tile/364827123.jpg,52999,4.8,1695
https://rozetka.com.ua/ua/apple_iphone_13_128gb_midnight/p318463663/,Мобільний телефон Apple iPhone 13 128GB Midnight (MLPF3HU/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,28999,4.6,7716
https://rozetka.com.ua/ua/samsung-sm-a556bzkceuc/p422876082/,Мобільний телефон Samsung Galaxy A55 5G 8/256GB Navy (SM-A556BZKCEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,19899,4.7,2210
https://rozetka.com.ua/ua/samsung-sm-s928bzvpeuc/p412955562/,Мобільний телефон Samsung Galaxy S24 Ultra 12GB/1TB Titanium Violet (SM-S928BZVPEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,61599,4.8,
https://rozetka.com.ua/ua/samsung-sm-s928bzyheuc/p412955673/,Мобільний телефон Samsung Galaxy S24 Ultra 12/512GB Titanium Yellow (SM-S928BZYHEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,52999,4.8,344
https://rozetka.com.ua/ua/apple-iphone-15-pro-256gb-blue-titanium/p395460921/,Мобільний телефон Apple iPhone 15 Pro 256GB Blue Titanium (MTV63RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,52999,4.8,
https://rozetka.com.ua/ua/samsung-sm-s928bzvgeuc/p412955898/,Мобільний телефон Samsung Galaxy S24 Ultra 12/256GB Titanium Violet (SM-S928BZVGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,49599,4.8,238
https://rozetka.com.ua/ua/samsung-sm-s928bzypeuc/p412955565/,Мобільний телефон Samsung Galaxy S24 Ultra 12GB/1TB Titanium Yellow (SM-S928BZYPEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,61599,4.8,193
https://rozetka.com.ua/ua/samsung-sm-s928bzygeuc/p412955904/,Мобільний телефон Samsung Galaxy S24 Ultra 12/256GB Titanium Yellow (SM-S928BZYGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,49599,4.8,167
https://rozetka.com.ua/ua/apple-iphone-15-pro-256gb-white-titanium/p395460918/,Мобільний телефон Apple iPhone 15 Pro 256GB White Titanium (MTV43RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,52999,4.8,967
https://rozetka.com.ua/ua/apple_iphone_13_128gb_starlight/p318463900/,Мобільний телефон Apple iPhone 13 128GB Starlight (MLPG3HU/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,28999,4.6,2466
https://rozetka.com.ua/ua/samsung-sm-s921bzkgeuc/p413045154/,Мобільний телефон Samsung Galaxy S24 8/256GB Onyx Black (SM-S921BZKGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,34999,4.6,1093
https://rozetka.com.ua/ua/samsung-sm-s926bzkgeuc/p413011932/,Мобільний телефон Samsung Galaxy S24 Plus 12/512GB Onyx Black (SM-S926BZKGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,43599,4.4,441
https://rozetka.com.ua/ua/apple-iphone-15-128gb-black/p395460480/,Мобільний телефон Apple iPhone 15 128GB Black (MTP03RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,40999,4.8,11721
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-512gb-blue-titanium/p395461113/,Мобільний телефон Apple iPhone 15 Pro Max 512GB Blue Titanium (MU7F3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,67999,4.8,1278
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-512gb-natural-titanium/p395461116/,Мобільний телефон Apple iPhone 15 Pro Max 512GB Natural Titanium (MU7E3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,67999,4.8,
https://rozetka.com.ua/ua/apple_iphone_13_256gb_starlight/p318466333/,Мобільний телефон Apple iPhone 13 256GB Starlight (MLQ73HU/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,32999,4.6,1913
https://rozetka.com.ua/ua/samsung-sm-a556blbceuc/p422888595/,Мобільний телефон Samsung Galaxy A55 5G 8/256GB Iceblue (SM-A556BLBCEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,19899,4.7,650
https://rozetka.com.ua/ua/samsung-sm-a155fzkieuc/p424131408/,Мобільний телефон Samsung Galaxy A15 8/256GB Blue-Black (SM-A155FZKIEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,8699,4.4,
https://rozetka.com.ua/ua/motorola-1002144/p396809853/,Мобільний телефон Motorola G84 12/256GB Ballad Blue (1002144),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,10299,4.8,
https://rozetka.com.ua/ua/apple-iphone-15-pro-512gb-white-titanium/p395460942/,Мобільний телефон Apple iPhone 15 Pro 512GB White Titanium (MTV83RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,62999,4.8,
https://rozetka.com.ua/ua/samsung-sm-a356blvgeuc/p422903894/,Мобільний телефон Samsung Galaxy A35 5G 8/256GB Lilac (SM-A356BLVGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,14499,4.7,1313
https://rozetka.com.ua/ua/samsung-sm-s926bzkdeuc/p413025582/,Мобільний телефон Samsung Galaxy S24 Plus 12/256GB Onyx Black (SM-S926BZKDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,40099,4.4,420
https://rozetka.com.ua/ua/apple-iphone-15-pro-1tb-black-titanium/p395461032/,Мобільний телефон Apple iPhone 15 Pro 1TB Black Titanium (MTVC3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,72999,4.8,374
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-512gb-white-titanium/p395461110/,Мобільний телефон Apple iPhone 15 Pro Max 512GB White Titanium (MU7D3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,67999,4.8,598
https://rozetka.com.ua/ua/samsung-sm-s921bzvgeuc/p413045265/,Мобільний телефон Samsung Galaxy S24 8/256GB Cobalt Violet (SM-S921BZVGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,34999,4.6,
https://rozetka.com.ua/ua/samsung-sm-s926bzvgeuc/p413017791/,Мобільний телефон Samsung Galaxy S24 Plus 12/512GB Cobalt Violet (SM-S926BZVGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,43599,4.4,560
https://rozetka.com.ua/ua/samsung-sm-a155fzkdeuc/p415891158/,Мобільний телефон Samsung Galaxy A15 4/128GB Blue-Black (SM-A155FZKDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,6999,4.4,
https://rozetka.com.ua/ua/motorola-1027711/p418340208/,Мобільний телефон Motorola G24 Power 8/256GB Ink Blue (1027711),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,5999,4.5,892
https://rozetka.com.ua/ua/apple-iphone-15-128gb-pink/p395460636/,Мобільний телефон Apple iPhone 15 128GB Pink (MTP13RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,40999,4.8,1759
https://rozetka.com.ua/ua/apple-iphone-15-256gb-black/p395460642/,Мобільний телефон Apple iPhone 15 256GB Black (MTP63RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,45999,4.8,986
https://rozetka.com.ua/ua/samsung-sm-s926bzygeuc/p413020533/,Мобільний телефон Samsung Galaxy S24 Plus 12/512GB Amber Yellow (SM-S926BZYGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,43599,4.4,
https://rozetka.com.ua/ua/apple-iphone-15-pro-max-1tb-blue-titanium/p395461131/,Мобільний телефон Apple iPhone 15 Pro Max 1TB Blue Titanium (MU7K3RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,77999,4.8,602
https://rozetka.com.ua/ua/apple-iphone-15-256gb-pink/p395460660/,Мобільний телефон Apple iPhone 15 256GB Pink (MTP73RX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,45999,4.8,
https://rozetka.com.ua/ua/samsung-sm-a356blbgeuc/p422903684/,Мобільний телефон Samsung Galaxy A35 5G 8/256GB Iceblue (SM-A356BLBGEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,14499,4.7,
https://rozetka.com.ua/ua/apple-mynt3sx-a/p448428605/,Мобільний телефон Apple iPhone 16 Pro 1TB White Titanium (MYNT3SX/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,84999,4.8,52
https://rozetka.com.ua/ua/samsung-sm-a556blvaeuc/p422891667/,Мобільний телефон Samsung Galaxy A55 5G 8/128GB Lilac (SM-A556BLVAEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,17999,4.7,
https://rozetka.com.ua/ua/xiaomi-1079729/p450701888/,Мобільний телефон Xiaomi 14T 12/256GB Titan Black (1079729),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,21999,4.7,
https://rozetka.com.ua/ua/samsung-sm-s921bzkdeuc/p413048034/,Мобільний телефон Samsung Galaxy S24 8/128GB Onyx Black (SM-S921BZKDEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,33199,4.6,283
https://rozetka.com.ua/ua/motorola-1002722/p396811752/,Мобільний телефон Motorola G54 Power 12/256GB eSim Midnight Blue (1002722),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,9699,4.7,7568
https://rozetka.com.ua/ua/apple_iphone_12_128gb_white/p245162281/,Мобільний телефон Apple iPhone 12 128GB White (MGJC3FS/A),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,25499,4.5,1339
https://rozetka.com.ua/ua/samsung-sm-a356blvbeuc/p422905860/,Мобільний телефон Samsung Galaxy A35 5G 6/128GB Lilac (SM-A356BLVBEUC),https://xl-static.rozetka.com.ua/assets/img/design/stubs/goods-stub.svg,12999,4.7,
